订单ID,订单日期,邮寄方式,国家,地区,省/自治区,细分,类别,子类别,制造商,产品名称,数量,销售额,利润
A1003558,2016/4/11,一级,中国,华东,山东,小型企业,家具,书架,Sauder,"Sauder 柜, 白色",7,"3,316",110 
A1003558,2016/4/11,一级,中国,华东,山东,小型企业,家具,桌子,Chromcraft,"Chromcraft 电脑桌, 组装",5,"4,152",-2181 
A1003557,2016/4/11,标准级,中国,中南,河南,消费者,技术,电话,摩托罗拉,"摩托罗拉 智能手机, 全尺寸",2,734,-404 
A1003563,2016/4/13,二级,中国,东北,吉林,小型企业,家具,用具,Advantus,"Advantus 灯泡, 一包多件",5,470,94 
A1003563,2016/4/13,二级,中国,东北,吉林,小型企业,技术,复印机,Brother,"Brother 复印机, 红色",5,"6,078",2248 
A1003562,2016/4/13,二级,中国,东北,吉林,消费者,技术,电话,苹果,"苹果 充电器, 蓝色",3,"8,907",1870 
A1003559,2016/4/13,一级,中国,东北,黑龙江,公司,技术,复印机,夏普,"夏普 复印机, 每套两件",3,"3,352",33 
A1003561,2016/4/13,标准级,中国,华东,安徽,消费者,办公用品,美术,BIC,"BIC 铅笔刀, 整包",3,410,188 
A1003561,2016/4/13,标准级,中国,华东,安徽,消费者,办公用品,美术,Sanford,"Sanford 荧光笔, 蓝色",2,147,54 
A1003561,2016/4/13,标准级,中国,华东,安徽,消费者,家具,书架,Sauder,"Sauder 搁架, 金属",6,"5,433",760 
A1003560,2016/4/13,标准级,中国,中南,广西,消费者,办公用品,收纳具,Fellowes,"Fellowes 文件车, 工业",2,"1,286",591 
A1003560,2016/4/13,标准级,中国,中南,广西,消费者,办公用品,收纳具,Rogers,"Rogers 锁柜, 单宽度",4,"3,951",869 
A1003560,2016/4/13,标准级,中国,中南,广西,消费者,办公用品,收纳具,Tenex,"Tenex 文件夹, 金属",3,312,28 
A1003560,2016/4/13,标准级,中国,中南,广西,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 圆形标签, 白色",7,221,24 
A1003560,2016/4/13,标准级,中国,中南,广西,消费者,办公用品,美术,Sanford,"Sanford 画布, 蓝色",2,377,-52 
A1003560,2016/4/13,标准级,中国,中南,广西,消费者,家具,桌子,Barricks,"Barricks 木桌, 白色",5,"9,085",-2302 
A1003560,2016/4/13,标准级,中国,中南,广西,消费者,技术,设备,爱普生,"爱普生 卡片打印机, 耐用",2,"1,587",349 
A1003564,2016/4/14,一级,中国,华东,上海,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 打孔机, 耐用",3,248,25 
A1003564,2016/4/14,一级,中国,华东,上海,消费者,家具,桌子,Lesro,"Lesro 培训桌, 黑色",3,"1,505",-1995 
A1003565,2016/4/14,二级,中国,东北,黑龙江,消费者,办公用品,用品,Kleencut,"Kleencut 尺子, 锯齿状",7,335,168 
A1003565,2016/4/14,二级,中国,东北,黑龙江,消费者,技术,配件,Enermax,"Enermax 路由器, 实惠",9,"10,850",2495 
A1003566,2016/4/14,标准级,中国,中南,广东,小型企业,办公用品,用品,Fiskars,"Fiskars 尺子, 蓝色",5,202,-115 
A1003567,2016/4/15,二级,中国,东北,辽宁,消费者,办公用品,收纳具,Smead,"Smead 文件夹, 工业",2,168,8 
A1003567,2016/4/15,二级,中国,东北,辽宁,消费者,家具,用具,Rubbermaid,"Rubvermaid 相框, 一包多件",6,"1,451",391 
A1003572,2016/4/15,标准级,中国,西南,重庆,小型企业,办公用品,信封,Jiffy,"Jiffy 商业信封, 每套 50 个",3,223,94 
A1003569,2016/4/15,标准级,中国,华东,江苏,消费者,办公用品,标签,Hon,"Hon 运输标签, 耐用",3,165,81 
A1003569,2016/4/15,标准级,中国,华东,江苏,消费者,办公用品,标签,Novimex,"Novimex 圆形标签, 耐用",3,93,34 
A1003569,2016/4/15,标准级,中国,华东,江苏,消费者,办公用品,用品,Elite,"Elite 修剪器, 蓝色",5,583,-263 
A1003569,2016/4/15,标准级,中国,华东,江苏,消费者,办公用品,系固件,Stockwell,"Stockwell 夹子, 混合尺寸",11,514,-87 
A1003570,2016/4/15,二级,中国,中南,广东,消费者,家具,书架,Sauder,"Sauder 搁架, 传统",3,"2,724",327 
A1003569,2016/4/15,标准级,中国,华东,江苏,消费者,家具,椅子,Harbour Creations,"Harbour Creations 摇椅, 可调",2,838,-391 
A1003571,2016/4/15,标准级,中国,东北,吉林,消费者,家具,用具,Deflect-O,"Deflect-O 闹钟, 一包多件",3,705,310 
A1003571,2016/4/15,标准级,中国,东北,吉林,消费者,技术,电话,苹果,"苹果 智能手机, 全尺寸",2,"1,163",477 
A1003568,2016/4/15,标准级,中国,中南,河南,公司,办公用品,装订机,Avery,"Avery 打孔机, 实惠",8,"1,040",52 
A1003568,2016/4/15,标准级,中国,中南,河南,公司,家具,桌子,Barricks,"Barricks 电脑桌, 白色",3,"5,040",-403 
A1003573,2016/4/16,当日,中国,华东,福建,消费者,办公用品,用品,Stiletto,"Stiletto 剪刀, 钢",3,322,48 
A1003574,2016/4/18,标准级,中国,东北,辽宁,小型企业,办公用品,系固件,Accos,"Accos 橡皮筋, 金属",5,235,-90 
A1003574,2016/4/18,标准级,中国,东北,辽宁,小型企业,技术,配件,SanDisk,"SanDisk 闪存驱动器, 可编程",3,345,34 
A1003576,2016/4/20,当日,中国,中南,河南,消费者,办公用品,信封,Jiffy,"Jiffy 局间信封, 红色",2,466,28 
A1003575,2016/4/20,当日,中国,中南,海南,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 孔加固材料, 实惠",2,42,10 
A1003575,2016/4/20,当日,中国,中南,海南,消费者,家具,书架,Bush,"Bush 书库, 黑色",3,"5,119",2150 
A1003576,2016/4/20,当日,中国,中南,河南,消费者,家具,椅子,Office Star,"Office Star 折叠椅, 黑色",4,"1,667",116 
A1003579,2016/4/21,标准级,中国,东北,辽宁,小型企业,办公用品,标签,Harbour Creations,"Harbour Creations 合法证物标签, 红色",3,151,48 
A1003578,2016/4/21,标准级,中国,华北,山西,消费者,办公用品,收纳具,Fellowes,"Fellowes 盘, 蓝色",6,"1,607",369 
A1003578,2016/4/21,标准级,中国,华北,山西,消费者,办公用品,装订机,Ibico,"Ibico 标签, 实惠",7,175,-97 
A1003578,2016/4/21,标准级,中国,华北,山西,消费者,技术,复印机,惠普,"惠普 墨水, 红色",5,"1,777",-385 
A1003578,2016/4/21,标准级,中国,华北,山西,消费者,技术,设备,柯尼卡,"柯尼卡 计算器, 白色",2,280,-14 
A1003577,2016/4/21,标准级,中国,中南,河南,小型企业,办公用品,信封,Cameo,"Cameo 搭扣信封, 银色",4,222,82 
A1003577,2016/4/21,标准级,中国,中南,河南,小型企业,办公用品,收纳具,Eldon,"Eldon 盘, 单宽度",5,"1,120",392 
A1003577,2016/4/21,标准级,中国,中南,河南,小型企业,办公用品,用品,Stiletto,"Stiletto 尺子, 锯齿状",2,65,-27 
A1003577,2016/4/21,标准级,中国,中南,河南,小型企业,办公用品,美术,Binney & Smith,"Binney & Smith 记号笔, 蓝色",2,45,-155 
A1003577,2016/4/21,标准级,中国,中南,河南,小型企业,办公用品,装订机,Avery,"Avery 装订机盖, 透明",4,118,-20 
A1003577,2016/4/21,标准级,中国,中南,河南,小型企业,家具,书架,Sauder,"Sauder 柜, 白色",2,948,31 
A1003583,2016/4/23,二级,中国,东北,辽宁,公司,办公用品,收纳具,Tenex,"Tenex 搁板, 单宽度",2,510,127 
A1003583,2016/4/23,二级,中国,东北,辽宁,公司,办公用品,美术,BIC,"BIC 画布, 混合尺寸",3,637,16 
A1003584,2016/4/23,标准级,中国,中南,湖南,消费者,办公用品,信封,Jiffy,"Jiffy 外皮和封条, 银色",5,523,246 
A1003581,2016/4/23,标准级,中国,中南,广西,消费者,办公用品,纸张,Green Bar,"Green Bar 备忘录便条, 每包 12 个",5,492,20 
A1003581,2016/4/23,标准级,中国,中南,广西,消费者,办公用品,美术,Binney & Smith,"Binney & Smith 画布, 蓝色",9,431,-1382 
A1003584,2016/4/23,标准级,中国,中南,湖南,消费者,家具,书架,Safco,"Safco 墙角架, 传统",3,"2,092",1004 
A1003580,2016/4/23,标准级,中国,中南,湖北,公司,办公用品,用品,Fiskars,"Fiskars 开信刀, 锯齿状",2,138,-23 
A1003580,2016/4/23,标准级,中国,中南,湖北,公司,办公用品,美术,Sanford,"Sanford 荧光笔, 混合尺寸",5,88,-265 
A1003580,2016/4/23,标准级,中国,中南,湖北,公司,办公用品,装订机,Avery,"Avery 孔加固材料, 耐用",3,50,-32 
A1003580,2016/4/23,标准级,中国,中南,湖北,公司,家具,书架,Safco,"Safco 柜, 金属",2,942,-267 
A1003585,2016/4/23,标准级,中国,华东,山东,公司,家具,椅子,Hon,"Hon 椅垫, 红色",3,777,233 
A1003580,2016/4/23,标准级,中国,中南,湖北,公司,技术,复印机,佳能,"佳能 墨水, 彩色",3,"1,248",-645 
A1003580,2016/4/23,标准级,中国,中南,湖北,公司,技术,设备,柯尼卡,"柯尼卡 计算器, 多色",8,"1,157",-752 
A1003582,2016/4/23,标准级,中国,华北,内蒙古,小型企业,技术,复印机,Hewlett,"Hewlett 个人复印机, 每套两件",2,"1,347",592 
A1003587,2016/4/24,当日,中国,华北,北京,公司,办公用品,信封,GlobeWeis,"GlobeWeis 邮寄品, 每套 50 个",2,360,25 
A1003587,2016/4/24,当日,中国,华北,北京,公司,办公用品,器具,Hoover,"Hoover 微波炉, 银色",9,"7,797",-3639 
A1003587,2016/4/24,当日,中国,华北,北京,公司,办公用品,标签,Novimex,"Novimex 有色标签, 红色",3,171,17 
A1003587,2016/4/24,当日,中国,华北,北京,公司,办公用品,用品,Stiletto,"Stiletto 美工刀, 蓝色",10,"1,007",-589 
A1003587,2016/4/24,当日,中国,华北,北京,公司,办公用品,装订机,Avery,"Avery 打孔机, 回收",3,237,-138 
A1003587,2016/4/24,当日,中国,华北,北京,公司,办公用品,装订机,Cardinal,"Cardinal 装订机, 透明",8,298,49 
A1003587,2016/4/24,当日,中国,华北,北京,公司,办公用品,装订机,Ibico,"Ibico 订书机, 实惠",2,288,-19 
A1003587,2016/4/24,当日,中国,华北,北京,公司,技术,配件,Memorex,"Memorex 闪存驱动器, 实惠",4,329,-127 
A1003588,2016/4/24,一级,中国,中南,广东,公司,家具,用具,Rubbermaid,"Rubvermaid 分层置放架, 耐用",6,621,273 
A1003588,2016/4/24,一级,中国,中南,广东,公司,技术,设备,松下,"松下 电话, 白色",6,"2,331",163 
A1003586,2016/4/24,标准级,中国,华北,内蒙古,小型企业,技术,电话,三星,"三星 办公室电话机, 全尺寸",4,"1,242",472 
A1003589,2016/4/24,标准级,中国,西南,四川,消费者,办公用品,器具,Cuisinart,"Cuisinart 冰箱, 红色",3,"4,167",0 
A1003589,2016/4/24,标准级,中国,西南,四川,消费者,办公用品,纸张,Eaton,"Eaton 笔记本, 优质",2,248,77 
A1003592,2016/4/25,标准级,中国,华北,内蒙古,小型企业,办公用品,收纳具,Eldon,"Eldon 搁板, 蓝色",5,"1,130",135 
A1003593,2016/4/25,标准级,中国,西北,陕西,消费者,办公用品,收纳具,Fellowes,"Fellowes 搁板, 单宽度",3,810,332 
A1003591,2016/4/25,标准级,中国,东北,黑龙江,消费者,办公用品,美术,BIC,"BIC 铅笔刀, 整包",6,164,-280 
A1003590,2016/4/25,标准级,中国,东北,辽宁,消费者,家具,书架,Safco,"Safco 墙角架, 金属",13,"5,421",812 
A1003590,2016/4/25,标准级,中国,东北,辽宁,消费者,家具,用具,Tenex,"Tenex 框架, 黑色",2,616,-257 
A1003597,2016/4/27,当日,中国,中南,河南,小型企业,办公用品,美术,Stanley,"Stanley 钢笔, 金属",3,32,-117 
A1003596,2016/4/27,一级,中国,华北,山西,消费者,办公用品,装订机,Cardinal,"Cardinal 打孔机, 耐用",1,85,-6 
A1003596,2016/4/27,一级,中国,华北,山西,消费者,家具,用具,Tenex,"Tenex 闹钟, 优质",1,137,-32 
A1003596,2016/4/27,一级,中国,华北,山西,消费者,技术,复印机,夏普,"夏普 个人复印机, 数字化",2,670,-279 
A1003594,2016/4/27,二级,中国,中南,湖南,公司,办公用品,用品,Fiskars,"Fiskars 剪刀, 蓝色",2,130,-61 
A1003595,2016/4/27,标准级,中国,中南,广东,消费者,办公用品,系固件,Accos,"Accos 订书钉, 混合尺寸",1,39,19 
A1003602,2016/4/28,二级,中国,东北,吉林,公司,家具,书架,Bush,"Bush 墙角架, 白色",6,"3,542",1700 
A1003599,2016/4/28,标准级,中国,华北,山西,消费者,办公用品,美术,Boston,"Boston 速写本, 混合尺寸",3,145,-348 
A1003600,2016/4/28,标准级,中国,华东,山东,小型企业,技术,复印机,惠普,"惠普 复印机, 红色",4,"4,515",90 
A1003601,2016/4/28,标准级,中国,中南,湖南,小型企业,办公用品,信封,Jiffy,"Jiffy 外皮和封条, 每套 50 个",2,187,82 
A1003601,2016/4/28,标准级,中国,中南,湖南,小型企业,办公用品,装订机,Avery,"Avery 订书机, 透明",6,"1,352",527 
A1003598,2016/4/28,二级,中国,华东,山东,消费者,办公用品,器具,KitchenAid,"KitchenAid 微波炉, 白色",11,"15,834",4591 
A1003598,2016/4/28,二级,中国,华东,山东,消费者,办公用品,纸张,Eaton,"Eaton 备忘录便条, 每包 12 个",8,668,186 
A1003604,2016/4/29,当日,中国,华东,山东,公司,办公用品,标签,Avery,"Avery 合法证物标签, 耐用",3,164,47 
A1003604,2016/4/29,当日,中国,华东,山东,公司,家具,用具,Deflect-O,"Deflect-O 闹钟, 耐用",3,663,331 
A1003603,2016/4/29,二级,中国,华北,天津,消费者,办公用品,装订机,Acco,"Acco 订书机, 耐用",2,491,132 
A1003607,2016/4/29,标准级,中国,中南,广东,公司,办公用品,器具,Hoover,"Hoover 搅拌机, 银色",3,"1,371",438 
A1003607,2016/4/29,标准级,中国,中南,广东,公司,办公用品,用品,Kleencut,"Kleencut 剪刀, 工业",5,558,273 
A1003607,2016/4/29,标准级,中国,中南,广东,公司,办公用品,用品,Stiletto,"Stiletto 剪刀, 工业",5,589,270 
A1003607,2016/4/29,标准级,中国,中南,广东,公司,办公用品,美术,BIC,"BIC 画布, 混合尺寸",7,"1,486",37 
A1003606,2016/4/29,标准级,中国,华东,山东,消费者,办公用品,信封,Jiffy,"Jiffy 邮寄品, 银色",5,923,27 
A1003607,2016/4/29,标准级,中国,中南,广东,公司,家具,椅子,Harbour Creations,"Harbour Creations 沙滩椅, 红色",5,"1,294",345 
A1003605,2016/4/29,二级,中国,中南,河南,消费者,办公用品,标签,Smead,"Smead 运输标签, 白色",3,163,3 
A1003608,2016/4/30,一级,中国,华东,福建,消费者,办公用品,装订机,Acco,"Acco 孔加固材料, 实惠",5,93,2 
A1003613,2016/4/30,一级,中国,中南,湖南,消费者,办公用品,器具,Breville,"Breville 炉灶, 红色",5,"13,103",4061 
A1003613,2016/4/30,一级,中国,中南,湖南,消费者,办公用品,收纳具,Rogers,"Rogers 文件车, 工业",3,"1,989",557 
A1003613,2016/4/30,一级,中国,中南,湖南,消费者,办公用品,用品,Elite,"Elite 美工刀, 蓝色",4,651,78 
A1003614,2016/4/30,一级,中国,华东,福建,消费者,家具,椅子,Novimex,"Novimex 扶手椅, 每套两件",3,"6,443",1095 
A1003613,2016/4/30,一级,中国,中南,湖南,消费者,技术,复印机,Hewlett,"Hewlett 复印机, 数字化",2,"2,458",418 
A1003610,2016/4/30,标准级,中国,华东,山东,小型企业,办公用品,收纳具,Eldon,"Eldon 盒, 工业",3,150,29 
A1003610,2016/4/30,标准级,中国,华东,山东,小型企业,办公用品,装订机,Ibico,"Ibico 标签, 耐用",2,58,-20 
A1003612,2016/4/30,标准级,中国,中南,湖北,消费者,家具,用具,Eldon,"Eldon 门挡, 耐用",4,529,-71 
A1003611,2016/4/30,二级,中国,西北,新疆,公司,办公用品,收纳具,Rogers,"Rogers 盘, 金属",3,851,365 
A1003609,2016/4/30,标准级,中国,华北,天津,公司,办公用品,美术,BIC,"BIC 记号笔, 金属",5,646,25 
A1003611,2016/4/30,二级,中国,西北,新疆,公司,家具,用具,Advantus,"Advantus 分层置放架, 优质",7,816,400 
A1003611,2016/4/30,二级,中国,西北,新疆,公司,家具,用具,Eldon,"Eldon 框架, 黑色",5,"2,713",1247 
A1003611,2016/4/30,二级,中国,西北,新疆,公司,家具,用具,Rubbermaid,"Rubvermaid 分层置放架, 耐用",3,310,137 
A1003609,2016/4/30,标准级,中国,华北,天津,公司,家具,椅子,Novimex,"Novimex 扶手椅, 每套两件",1,"2,148",365 
A1003609,2016/4/30,标准级,中国,华北,天津,公司,技术,复印机,Brother,"Brother 无线传真机, 彩色",3,"5,324",2555 
A1003609,2016/4/30,标准级,中国,华北,天津,公司,技术,电话,三星,"三星 智能手机, 全尺寸",1,581,75 
A1003615,2016/4/30,标准级,中国,华北,内蒙古,公司,家具,书架,宜家,"宜家 搁架, 白色",4,"3,227",1613 
A1003616,2016/5/1,二级,中国,华东,山东,公司,办公用品,信封,Cameo,"Cameo 商业信封, 红色",4,382,164 
A1003616,2016/5/1,二级,中国,华东,山东,公司,办公用品,收纳具,Smead,"Smead 搁板, 单宽度",2,457,137 
A1003616,2016/5/1,二级,中国,华东,山东,公司,办公用品,标签,Harbour Creations,"Harbour Creations 有色标签, 可调",4,202,30 
A1003618,2016/5/1,一级,中国,华东,上海,公司,技术,配件,Memorex,"Memorex 闪存驱动器, 实惠",3,412,70 
A1003617,2016/5/1,标准级,中国,中南,湖南,公司,技术,复印机,佳能,"佳能 传真复印机, 每套两件",9,"4,822",-2893 
A1003617,2016/5/1,标准级,中国,中南,湖南,公司,技术,配件,Memorex,"Memorex 键盘, 可编程",2,408,-197 
A1003620,2016/5/2,标准级,中国,中南,湖南,公司,办公用品,收纳具,Smead,"Smead 盒, 工业",2,105,32 
A1003620,2016/5/2,标准级,中国,中南,湖南,公司,办公用品,标签,Novimex,"Novimex 可去除的标签, 白色",1,46,19 
A1003619,2016/5/2,标准级,中国,华东,山东,公司,办公用品,标签,Hon,"Hon 运输标签, 耐用",3,165,81 
A1003619,2016/5/2,标准级,中国,华东,山东,公司,办公用品,纸张,Eaton,"Eaton 备忘录便条, 每包 12 个",1,83,23 
A1003621,2016/5/2,标准级,中国,中南,广东,公司,办公用品,纸张,Eaton,"Eaton 信纸, 回收",3,631,309 
A1003621,2016/5/2,标准级,中国,中南,广东,公司,办公用品,装订机,Avery,"Avery 装订机, 实惠",1,36,4 
A1003621,2016/5/2,标准级,中国,中南,广东,公司,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机, 透明",2,70,6 
A1003621,2016/5/2,标准级,中国,中南,广东,公司,家具,椅子,Safco,"SAFCO 折叠椅, 黑色",9,"2,099",-1190 
A1003621,2016/5/2,标准级,中国,中南,广东,公司,技术,复印机,Brother,"Brother 墨水, 彩色",3,"1,249",-771 
A1003621,2016/5/2,标准级,中国,中南,广东,公司,技术,配件,Enermax,"Enermax 键区, 耐用",6,967,161 
A1003627,2016/5/4,一级,中国,华北,天津,消费者,办公用品,信封,Ames,"Ames 邮寄品, 银色",3,536,225 
A1003627,2016/5/4,一级,中国,华北,天津,消费者,办公用品,收纳具,Rogers,"Rogers 文件车, 单宽度",5,"3,305",1322 
A1003627,2016/5/4,一级,中国,华北,天津,消费者,办公用品,标签,Hon,"Hon 可去除的标签, 白色",3,144,5 
A1003625,2016/5/4,二级,中国,中南,河南,公司,办公用品,纸张,Enermax,"Enermax 令, 多色",3,418,159 
A1003622,2016/5/4,一级,中国,西南,重庆,消费者,办公用品,系固件,OIC,"OIC 回形针, 混合尺寸",1,55,1 
A1003622,2016/5/4,一级,中国,西南,重庆,消费者,家具,书架,宜家,"宜家 书库, 金属",3,"5,080",914 
A1003624,2016/5/4,二级,中国,中南,广东,消费者,家具,椅子,Office Star,"Office Star 沙滩椅, 可调",4,649,-184 
A1003626,2016/5/4,标准级,中国,华东,山东,公司,办公用品,装订机,Ibico,"Ibico 装订机, 实惠",4,289,83 
A1003626,2016/5/4,标准级,中国,华东,山东,公司,技术,复印机,佳能,"佳能 个人复印机, 数字化",2,"1,329",505 
A1003628,2016/5/4,标准级,中国,中南,湖南,小型企业,办公用品,纸张,Eaton,"Eaton 羊皮纸, 每包 12 个",2,164,25 
A1003623,2016/5/4,标准级,中国,中南,广东,消费者,办公用品,器具,Hoover,"Hoover 冰箱, 白色",4,"9,789",4894 
A1003628,2016/5/4,标准级,中国,中南,湖南,小型企业,技术,设备,冲电器,"冲电器 电话, 白色",3,716,-346 
A1003631,2016/5/5,一级,中国,西南,重庆,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 文件夹标签, 可调",8,248,34 
A1003631,2016/5/5,一级,中国,西南,重庆,消费者,办公用品,纸张,Green Bar,"Green Bar 备忘录便条, 回收",1,79,0 
A1003633,2016/5/5,二级,中国,华东,山东,小型企业,办公用品,美术,Sanford,"Sanford 铅笔刀, 整包",2,244,61 
A1003633,2016/5/5,二级,中国,华东,山东,小型企业,技术,电话,摩托罗拉,"摩托罗拉 信号增强器, 混合尺寸",5,"3,406",647 
A1003634,2016/5/5,二级,中国,华北,天津,消费者,办公用品,系固件,Accos,"Accos 按钉, 金属",2,137,48 
A1003632,2016/5/5,标准级,中国,华东,福建,公司,办公用品,收纳具,Eldon,"Eldon 锁柜, 金属",9,"8,273",662 
A1003629,2016/5/5,标准级,中国,中南,广东,小型企业,办公用品,用品,Stiletto,"Stiletto 尺子, 工业",5,231,-74 
A1003629,2016/5/5,标准级,中国,中南,广东,小型企业,家具,椅子,Harbour Creations,"Harbour Creations 折叠椅, 黑色",3,802,-348 
A1003629,2016/5/5,标准级,中国,中南,广东,小型企业,家具,用具,Tenex,"Tenex 闹钟, 耐用",2,265,-80 
A1003629,2016/5/5,标准级,中国,中南,广东,小型企业,技术,配件,Enermax,"Enermax 鼠标, 可编程",14,"1,638",-929 
A1003630,2016/5/5,标准级,中国,东北,辽宁,消费者,办公用品,系固件,Stockwell,"Stockwell 回形针, 整包",6,378,79 
A1003642,2016/5/6,二级,中国,华东,山东,消费者,技术,配件,Memorex,"Memorex 路由器, 耐用",3,"2,070",34 
A1003639,2016/5/6,一级,中国,中南,河南,消费者,技术,设备,柯尼卡,"柯尼卡 电话, 耐用",2,806,290 
A1003636,2016/5/6,二级,中国,华东,安徽,消费者,办公用品,标签,Smead,"Smead 可去除的标签, 可调",3,118,50 
A1003636,2016/5/6,二级,中国,华东,安徽,消费者,办公用品,美术,Boston,"Boston 钢笔, 金属",5,361,104 
A1003637,2016/5/6,二级,中国,中南,湖南,公司,办公用品,用品,Acme,"Acme 剪刀, 工业",3,379,76 
A1003638,2016/5/6,标准级,中国,中南,广东,消费者,办公用品,纸张,Eaton,"Eaton 备忘录便条, 多色",2,141,37 
A1003638,2016/5/6,标准级,中国,中南,广东,消费者,办公用品,纸张,SanDisk,"SanDisk 计划信息表, 每包 12 个",3,391,19 
A1003641,2016/5/6,标准级,中国,华北,山西,消费者,办公用品,系固件,Accos,"Accos 图钉, 每包 12 个",3,110,5 
A1003635,2016/5/6,标准级,中国,华东,山东,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机盖, 耐用",3,178,67 
A1003638,2016/5/6,标准级,中国,中南,广东,消费者,家具,用具,Deflect-O,"Deflect-O 分层置放架, 黑色",2,142,-5 
A1003635,2016/5/6,标准级,中国,华东,山东,消费者,技术,复印机,Brother,"Brother 复印机, 彩色",2,"2,461",74 
A1003640,2016/5/6,标准级,中国,华东,山东,公司,办公用品,器具,KitchenAid,"KitchenAid 炉灶, 银色",6,"15,985",2557 
A1003643,2016/5/6,标准级,中国,西南,云南,消费者,办公用品,标签,Avery,"Avery 可去除的标签, 白色",5,251,10 
A1003643,2016/5/6,标准级,中国,西南,云南,消费者,办公用品,装订机,Acco,"Acco 订书机, 耐用",3,736,199 
A1003644,2016/5/7,二级,中国,华东,安徽,消费者,办公用品,收纳具,Rogers,"Rogers 文件夹, 单宽度",7,"1,004",290 
A1003644,2016/5/7,二级,中国,华东,安徽,消费者,办公用品,标签,Novimex,"Novimex 运输标签, 红色",2,101,42 
A1003644,2016/5/7,二级,中国,华东,安徽,消费者,办公用品,用品,Fiskars,"Fiskars 美工刀, 锯齿状",1,90,-2 
A1003644,2016/5/7,二级,中国,华东,安徽,消费者,办公用品,纸张,Eaton,"Eaton 备忘录便条, 回收",3,191,30 
A1003644,2016/5/7,二级,中国,华东,安徽,消费者,办公用品,纸张,施乐,"施乐 计划信息表, 多色",2,203,65 
A1003644,2016/5/7,二级,中国,华东,安徽,消费者,办公用品,装订机,Avery,"Avery 订书机, 实惠",3,410,-123 
A1003644,2016/5/7,二级,中国,华东,安徽,消费者,家具,用具,Rubbermaid,"Rubvermaid 门挡, 耐用",4,457,-183 
A1003644,2016/5/7,二级,中国,华东,安徽,消费者,技术,电话,诺基亚,"诺基亚 智能手机, 蓝色",2,690,-322 
A1003644,2016/5/7,二级,中国,华东,安徽,消费者,技术,设备,爱普生,"爱普生 喷墨打印机, 耐用",2,"1,727",-259 
A1003646,2016/5/7,一级,中国,中南,湖北,消费者,办公用品,器具,Cuisinart,"Cuisinart 冰箱, 红色",6,"8,334",0 
A1003646,2016/5/7,一级,中国,中南,湖北,消费者,办公用品,收纳具,Tenex,"Tenex 文件夹, 工业",3,332,0 
A1003651,2016/5/7,一级,中国,西南,云南,消费者,办公用品,系固件,Advantus,"Advantus 按钉, 金属",2,136,42 
A1003651,2016/5/7,一级,中国,西南,云南,消费者,办公用品,系固件,Stockwell,"Stockwell 图钉, 整包",3,189,36 
A1003651,2016/5/7,一级,中国,西南,云南,消费者,办公用品,美术,Stanley,"Stanley 记号笔, 整包",5,524,68 
A1003646,2016/5/7,一级,中国,中南,湖北,消费者,家具,椅子,Office Star,"Office Star 扶手椅, 每套两件",5,"6,576",-2850 
A1003646,2016/5/7,一级,中国,中南,湖北,消费者,技术,配件,SanDisk,"SanDisk 记忆卡, 可编程",2,638,-32 
A1003648,2016/5/7,标准级,中国,中南,湖南,消费者,家具,椅子,Harbour Creations,"Harbour Creations 凳子, 红色",3,"1,513",-505 
A1003648,2016/5/7,标准级,中国,中南,湖南,消费者,家具,椅子,Hon,"Hon 椅垫, 可调",2,325,54 
A1003647,2016/5/7,二级,中国,西南,云南,公司,办公用品,信封,Kraft,"Kraft 搭扣信封, 回收",6,218,89 
A1003645,2016/5/7,标准级,中国,中南,湖南,公司,办公用品,标签,Harbour Creations,"Harbour Creations 有色标签, 红色",4,237,24 
A1003650,2016/5/7,标准级,中国,东北,黑龙江,消费者,办公用品,收纳具,Tenex,"Tenex 盒, 单宽度",5,386,181 
A1003650,2016/5/7,标准级,中国,东北,黑龙江,消费者,办公用品,收纳具,Tenex,"Tenex 盒, 金属",9,654,209 
A1003650,2016/5/7,标准级,中国,东北,黑龙江,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 可去除的标签, 红色",2,95,20 
A1003650,2016/5/7,标准级,中国,东北,黑龙江,消费者,办公用品,标签,Hon,"Hon 可去除的标签, 白色",6,287,11 
A1003647,2016/5/7,二级,中国,西南,云南,公司,家具,桌子,Barricks,"Barricks 圆桌, 组装",5,"8,802",586 
A1003645,2016/5/7,标准级,中国,中南,湖南,公司,家具,用具,Deflect-O,"Deflect-O 相框, 一包多件",6,"1,455",116 
A1003649,2016/5/7,标准级,中国,西北,陕西,消费者,家具,椅子,Novimex,"Novimex 沙滩椅, 可调",2,407,-36 
A1003654,2016/5/8,一级,中国,中南,湖南,公司,家具,桌子,Barricks,"Barricks 圆桌, 长方形",4,"6,987",-2236 
A1003657,2016/5/8,二级,中国,华东,江苏,消费者,家具,书架,Safco,"Safco 书库, 传统",5,"5,457",-1819 
